date,AED,EUR,GBP,IDR,JPY,USD
1999-12-22,,43.9271,70.1361,,42.6596,43.4991
1999-12-23,,43.9502,70.028,,42.9,43.5199
1999-12-24,,44.0567,70.2988,,42.3187,43.5104
1999-12-27,,44.117,70.3631,,42.3564,43.4991
1999-12-28,,44.0781,70.2938,,42.4908,43.4991
1999-12-29,,43.902,70.4077,,42.5409,43.5294
1999-12-30,,43.8135,70.4722,,42.6123,43.5199
2000-01-03,,44.2067,70.4573,,42.6672,43.4802
2000-01-04,,44.5573,71.0985,,42.5013,43.4991
2000-01-05,,44.9014,71.2758,,42.2729,43.5199
2000-01-06,,45.1162,71.5717,,41.7058,43.5199
2000-01-07,,44.827,71.6486,,41.3298,43.5104
2000-01-10,,44.7668,71.286,,41.4769,43.5294
2000-01-11,,44.7367,71.286,,41.3041,43.5199
2000-01-12,,44.9559,71.7412,,41.0196,43.5294
2000-01-13,,44.825,71.6589,,41.2118,43.5294
2000-01-14,,44.6369,71.6538,,41.074,43.5199
2000-01-17,,44.082,71.2708,,41.4003,43.5199
2000-01-18,,44.0102,71.1794,,41.515,43.5692
2000-01-19,,44.236,71.3521,,41.2654,43.5692
2000-01-20,,44.0548,71.6127,,41.3538,43.5597
2000-01-21,,44.3636,72.1085,,41.5146,43.5806
2000-01-24,,43.7963,71.9891,,41.5935,43.6395
2000-01-25,,44.0102,71.9373,,41.2045,43.5806
2000-01-27,,43.651,71.3572,,41.2631,43.5806
2000-01-28,,43.5559,71.3114,,41.5629,43.6091
2000-01-31,,42.8211,70.7614,,40.8327,43.6395
2000-02-01,,42.2976,70.3928,,40.5959,43.6091
2000-02-02,,42.3801,70.3235,,40.1107,43.5901
2000-02-03,,42.416,70.0329,,40.2933,43.5901
2000-02-04,,43.1704,69.8129,,40.5121,43.6091
2000-02-07,,42.7643,69.4107,,40.4508,43.6091
2000-02-08,,42.8211,69.8812,,39.8921,43.6205
2000-02-09,,43.0552,70.0722,,40.1289,43.5996
2000-02-10,,43.2751,70.4573,,40.186,43.6395
2000-02-11,,43.0274,70.2001,,39.9377,43.63
2000-02-14,,43.1704,69.6864,,40.3476,43.6395
2000-02-15,,42.704,69.3337,,40.0336,43.6205
2000-02-16,,42.8211,69.6427,,39.9632,43.5996
2000-02-17,,43.0052,70.0525,,39.5632,43.6091
2000-02-18,,43.122,70.1311,,39.3314,43.6091
2000-02-21,,43.0311,69.7156,,39.4213,43.5996
2000-02-22,,43.3163,70.0329,,39.2352,43.6091
2000-02-23,,43.8904,70.373,,39.5215,43.6091
2000-02-24,,43.7025,69.9594,,39.3326,43.6091
2000-02-25,,43.2694,69.7837,,39.347,43.63
2000-02-28,,41.7101,69.4637,,40.0312,43.6205
2000-02-29,,42.2601,69.6379,,39.2357,43.6091
2000-03-01,,42.2726,68.9275,,39.9281,43.6091
2000-03-02,,42.517,69.1037,,40.5647,43.5806
2000-03-03,,42.1141,68.7947,,40.494,43.5806
2000-03-06,,41.7763,68.9037,,40.5466,43.5692
2000-03-07,,41.8095,68.6248,,40.4719,43.5692
2000-03-08,,41.827,68.8326,,40.6418,43.5692
2000-03-09,,41.978,68.9085,,40.7842,43.5806
2000-03-10,,42.1408,68.9941,,41.0182,43.5901
2000-03-13,,42.0964,68.738,,41.1773,43.5806
2000-03-14,,42.0045,68.5307,,41.4113,43.5806
2000-03-15,,42.1621,68.6012,,41.2882,43.5901
2000-03-16,,42.2654,68.5683,,41.2439,43.5806
2000-03-21,,42.3657,68.348,,40.9127,43.5692
2000-03-22,,41.8831,68.4416,,40.8568,43.5806
2000-03-23,,41.9375,68.79,,40.6035,43.5996
2000-03-24,,42.4376,69.2185,,40.5959,43.5996
2000-03-27,,42.5967,69.512,,40.7915,43.5996
2000-03-28,,42.1425,69.2665,,40.9635,43.6091
2000-03-29,,41.813,69.3385,,41.1206,43.5901
2000-03-30,,41.6146,69.4396,,41.2933,43.6091
2000-03-31,,41.8463,69.604,,41.5076,43.6205
2000-04-03,,41.5179,69.2761,,41.4422,43.6205
2000-04-04,,41.6771,69.7301,,41.5426,43.63
2000-04-06,,41.9692,69.1706,,41.5662,43.63
2000-04-07,,41.799,68.9513,,41.5705,43.6205
2000-04-10,,41.6892,68.9275,,41.2096,43.6091
2000-04-11,,42.0274,69.1324,,40.8692,43.63
2000-04-13,,41.7833,69.2857,,41.2422,43.6395
2000-04-14,,42.1336,69.4059,,42.0702,43.6491
2000-04-17,,42.1336,69.4059,,42.0698,43.6491
2000-04-18,,41.4164,68.899,,41.7987,43.6395
2000-04-19,,41.3206,68.8373,,41.6051,43.6491
2000-04-20,,41.1083,69.0179,,41.6214,43.6395
2000-04-21,,41.1083,69.0179,,41.6216,43.6395
2000-04-24,,40.992,68.8373,,41.3215,43.6491
2000-04-25,,40.9685,68.8753,,41.447,43.6491
2000-04-26,,40.2771,69.056,,41.3075,43.6605
2000-04-27,,40.2285,68.8184,,41.0627,43.6605
2000-04-28,,39.7852,68.5918,,41.0166,43.6605
2000-05-02,,39.9154,67.9117,,40.2675,43.6605
2000-05-03,,39.6008,68.106,,40.2583,43.6491
2000-05-04,,38.8546,68.0596,,39.9634,43.6491
2000-05-05,,39.0076,67.3265,,40.5841,43.6395
2000-05-08,,39.4182,66.8717,,40.0974,43.6395
2000-05-09,,39.1328,66.8852,,40.1176,43.6605
2000-05-10,,39.6589,67.0196,,39.958,43.7407
2000-05-11,,39.8232,66.3922,,39.9581,43.9406
2000-05-12,,39.5914,66.0633,,40.6103,43.9194
2000-05-15,,40.3828,66.8092,,40.4985,44.0296
2000-05-16,,39.9377,65.8718,,40.3265,43.9696
2000-05-17,,39.6275,65.7592,,40.308,43.9696
2000-05-19,,39.3066,64.9688,,40.6245,43.9792
2000-05-22,,39.4368,65.3253,,41.0742,43.9696
2000-05-23,,39.7772,65.5609,,41.1431,43.9792
2000-05-24,,39.9425,64.8256,,41.3722,44.08
2000-05-25,,40.0138,65.1705,,41.12,44.29
2000-05-26,,40.6013,65.4126,,41.22,44.31
2000-05-29,,41.2763,66.2083,,41.57,44.45
2000-05-30,,41.4839,66.7474,,41.7,44.58
2000-05-31,,41.3992,66.5869,,41.81,44.58
2000-06-01,,41.7599,66.7881,,41.11,44.57
2000-06-02,,41.7768,66.8187,,40.97,44.65
2000-06-05,,42.1121,67.3696,,41.33,44.66
2000-06-06,,42.2869,67.7041,,41.7,44.67
2000-06-07,,42.7326,68.2103,,42.21,44.69
2000-06-08,,42.8992,68.0432,,42.25,44.78
2000-06-09,,42.6988,67.6055,,42.18,44.76
2000-06-12,,42.541,67.3939,,41.93,44.78
2000-06-13,,42.9082,67.891,,41.99,44.78
2000-06-14,,43.0624,67.416,,42.0,44.71
2000-06-16,,42.5125,67.8589,,42.06,44.75
2000-06-19,,43.1661,67.6584,,42.09,44.69
2000-06-20,,42.7939,67.5276,,42.24,44.67
2000-06-21,,42.4906,67.547,,42.38,44.64
2000-06-22,,42.2785,66.9262,,42.41,44.68
2000-06-23,,41.9036,67.4417,,42.71,44.69
2000-06-26,,41.8058,67.033,,42.75,44.65
2000-06-27,,42.0233,67.0028,,42.31,44.67
2000-06-28,,42.2288,67.2172,,42.33,44.67
2000-06-29,,42.1417,67.5522,,42.5,44.67
2000-06-30,,42.5443,67.8108,,42.34,44.68
2000-07-03,,42.5482,67.722,,42.04,44.67
2000-07-04,,42.3606,67.617,,42.04,44.67
2000-07-05,,42.618,67.5673,,42.18,44.68
2000-07-06,,42.7104,67.4685,,42.78,44.73
2000-07-07,,42.4354,67.3589,,41.59,44.73
2000-07-10,,42.5695,67.7903,,41.76,44.69
2000-07-11,,42.6946,67.6986,,41.83,44.69
2000-07-13,,42.0515,67.2444,,41.27,44.7
2000-07-14,,41.8597,67.255,,41.43,44.71
2000-07-17,,41.8821,66.9532,,41.33,44.71
2000-07-18,,41.8632,66.7677,,41.36,44.74
2000-07-19,,41.4327,66.9125,,41.45,44.78
2000-07-20,,41.4047,67.0888,,41.43,44.82
2000-07-21,,42.0014,68.068,,41.59,45.02
2000-07-24,,41.8713,68.0079,,41.17,44.72
2000-07-25,,42.0253,68.0982,,41.21,44.93
2000-07-26,,42.2725,68.1884,,41.08,44.88
2000-07-27,,42.3295,68.0617,,41.2,44.9
2000-07-28,,41.8846,67.8221,,41.33,44.89
2000-07-31,,41.5775,67.6177,,41.1,44.99
2000-08-01,,41.7565,67.519,,41.22,45.13
2000-08-02,,41.5156,67.7357,,41.72,45.34
2000-08-03,,41.6094,68.1032,,41.76,45.44
2000-08-04,,41.0462,67.8217,,41.83,45.39
2000-08-07,,41.3411,68.4211,,41.93,45.57
2000-08-08,,41.5069,69.0486,,42.1,45.72
2000-08-09,,41.0372,68.5809,,42.13,45.64
2000-08-10,,41.2787,68.6365,,42.44,45.68
2000-08-11,,41.7871,68.8422,,42.25,45.93
2000-08-14,,41.2708,68.6962,,42.1,45.77
2000-08-16,,41.8611,68.7503,,41.86,45.66
2000-08-17,,41.9139,68.686,,42.2,45.78
2000-08-18,,41.9184,68.4793,,42.11,45.85
2000-08-22,,41.2623,68.0245,,42.26,45.72
2000-08-23,,40.8065,67.6035,,42.63,45.76
2000-08-24,,41.351,68.0764,,42.89,45.92
2000-08-25,,41.2574,67.8598,,42.86,45.89
2000-08-28,,41.421,67.4673,,43.13,45.84
2000-08-29,,41.2705,67.38,,42.94,45.79
2000-08-30,,40.9033,66.4031,,43.17,45.83
2000-08-31,,40.92,66.6688,,43.07,45.8
2000-09-04,,41.1959,66.9396,,43.23,45.73
2000-09-05,,40.999,66.6295,,43.0,45.74
2000-09-06,,40.3766,66.3411,,43.1,45.68
2000-09-07,,39.6977,65.6189,,42.94,45.64
2000-09-08,,39.8095,65.5892,,43.23,45.64
2000-09-11,,39.6205,64.7649,,42.97,45.63
2000-09-12,,39.1522,63.9608,,42.95,45.6
2000-09-13,,39.5585,64.3068,,42.66,45.64
2000-09-14,,39.2049,64.1873,,42.66,45.68
2000-09-15,,39.571,64.35,,42.57,45.76
2000-09-18,,39.1421,64.0845,,42.91,45.85
2000-09-19,,39.3887,64.9229,,43.26,46.22
2000-09-20,,39.2616,65.0754,,43.33,46.22
2000-09-21,,39.2492,65.3199,,43.31,46.2
2000-09-22,,39.5988,66.2054,,43.15,46.08
2000-09-23,,40.5574,67.3227,,42.69,46.02
2000-09-26,,40.2951,67.0019,,42.92,46.07
2000-09-27,,40.7989,67.6259,,42.89,46.15
2000-09-28,,40.7616,67.5852,,42.91,46.16
2000-09-29,,40.4725,67.3589,,42.84,46.07
